"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute"
"173","Follo3 NO Centra","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","NO Central","Group Call","2426","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Follo3","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"174","Follo3 NO North","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","NO North","Group Call","2429","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Follo3","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"175","Follo3 NO SouthE","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Follo3","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"176","Follo3 NO West","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","NO West","Group Call","2424","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Follo3","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"177","Follo3 NO Chat 1","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Follo3","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"178","Follo3 NO Chat 2","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Follo3","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"179","Follo3 NO Chat 3","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Follo3","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"180","Follo3 NO Chat 4","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Follo3","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"181","Follo3 NO Parrot","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","Parrot","Private Call","242997","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Follo3","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"182","Follo3 4000","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","DISCONNECT","Group Call","4000","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Follo3","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"183","Kolsaas Lokal","434.92500","432.92500","D-Digital","Turbo","12.5K","Off","Off","242101 Kolsaas","Group Call","242101","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kolsaas","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"184","Kolsaas 242","434.92500","432.92500","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Kolsaas","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"185","Kolsaas NO South","434.92500","432.92500","D-Digital","Turbo","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Kolsaas","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"186","Kolsaas NO North","434.92500","432.92500","D-Digital","Turbo","12.5K","Off","Off","NO North","Group Call","2429","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Kolsaas","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"187","Kolsaas NO West","434.92500","432.92500","D-Digital","Turbo","12.5K","Off","Off","NO West","Group Call","2424","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Kolsaas","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"188","Kolsaas NO Chat1","434.92500","432.92500","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kolsaas","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"189","Kolsaas NO Chat2","434.92500","432.92500","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kolsaas","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"190","Kolsaas NO Chat3","434.92500","432.92500","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kolsaas","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"191","Kolsaas NO Centr","434.92500","432.92500","D-Digital","Turbo","12.5K","Off","Off","NO Central","Group Call","2426","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Kolsaas","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"192","Kolsaas NO Chat4","434.92500","432.92500","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kolsaas","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"193","Kolsaas NO Parro","434.92500","432.92500","D-Digital","Turbo","12.5K","Off","Off","Parrot","Private Call","242997","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kolsaas","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"194","Modum lokal","434.70000","432.70000","D-Digital","Turbo","12.5K","Off","Off","242604 Modum","Group Call","242604","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Modum","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"195","Modum 242","434.70000","432.70000","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Modum","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"196","Modum South/East","434.70000","432.70000","D-Digital","Turbo","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Modum","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"197","Modum Chat 1","434.70000","432.70000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Modum","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"198","Modum Chat 2","434.70000","432.70000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Modum","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"199","Modum Chat 3","434.70000","432.70000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Modum","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"200","Kongsv Lokal","434.62500","432.62500","D-Digital","Turbo","12.5K","Off","Off","242611 Kongsving","Group Call","242611","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kongsvinger","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"201","Kongsv 242","434.62500","432.62500","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Kongsvinger","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"202","Kongsv South/Eas","434.62500","432.62500","D-Digital","Turbo","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Kongsvinger","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"203","Kongsv NO Chat 1","434.62500","432.62500","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kongsvinger","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"204","Kongsv NO Chat 2","434.62500","432.62500","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kongsvinger","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"205","Kongsv NO Chat 3","434.62500","432.62500","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kongsvinger","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"206","Drammen Lokal","434.52500","432.52500","D-Digital","Turbo","12.5K","Off","Off","242650 Drammen","Group Call","242650","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Drammen","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"207","Drammen 242","434.52500","432.52500","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Drammen","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"208","Drammen South/Ea","434.52500","432.52500","D-Digital","Turbo","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Drammen","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"209","Drammen North","434.52500","432.52500","D-Digital","Turbo","12.5K","Off","Off","NO North","Group Call","2429","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Drammen","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"210","Drammen 24211","434.52500","432.52500","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Drammen","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"211","Drammen NO Chat1","434.52500","432.52500","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Drammen","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"212","Drammen NO Chat2","434.52500","432.52500","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Drammen","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"213","Drammen NO Chat3","434.52500","432.52500","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Drammen","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"214","Skien Lokal","434.51250","432.51250","D-Digital","Turbo","12.5K","Off","Off","242701 Skien","Group Call","242701","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Skien","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"215","Skien 242","434.51250","432.51250","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Skien","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"216","Skien South/East","434.51250","432.51250","D-Digital","Turbo","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Skien","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"217","Skien 242800","434.51250","432.51250","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Skien","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"218","Skien NO Chat 1","434.51250","432.51250","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Skien","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"219","Skien NO Chat 2","434.51250","432.51250","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Skien","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"220","Skien NO Chat 3","434.51250","432.51250","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Skien","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"221","Toensb Lokal","434.55000","432.55000","D-Digital","Turbo","12.5K","Off","Off","242801 Toensberg","Group Call","242801","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Toensberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"222","Toensb 242","434.55000","432.55000","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Toensberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"223","Toensb South/Eas","434.55000","432.55000","D-Digital","Turbo","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Toensberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"224","Toensb 242800","434.55000","432.55000","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Toensberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"225","Toensb 24211","434.55000","432.55000","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Toensberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"226","Toensb NO Chat 1","434.55000","432.55000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Toensberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0"
"227","Toensb NO Chat 2","434.55000","432.55000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Toensberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"228","Toensb NO Chat 3","434.55000","432.55000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Toensberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"229","Hvitt Lokal","434.65000","432.65000","D-Digital","Turbo","12.5K","Off","Off","242803 Hvittinge","Group Call","242803","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"230","Hvitt 242","434.65000","432.65000","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"231","Hvitt South/East","434.65000","432.65000","D-Digital","Turbo","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"232","Hvitt 242800","434.65000","432.65000","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"233","Hvitt NO Chat 1","434.65000","432.65000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"234","Hvitt NO Chat 2","434.65000","432.65000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"235","Hvitt NO Chat 3","434.65000","432.65000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"236","Kongsberg lokal","434.83750","432.83750","D-Digital","Turbo","12.5K","Off","Off","242606 Kongsberg","Group Call","242606","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kongsberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"237","Kongsberg 242","434.83750","432.83750","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Kongsberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"238","Kongsb South/Eas","434.83750","432.83750","D-Digital","Turbo","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Kongsberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"239","Kongsb NO Chat 1","434.83750","432.83750","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kongsberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"240","Kongsb NO Chat 2","434.83750","432.83750","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kongsberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"241","Kongsb NO Chat 3","434.83750","432.83750","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kongsberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"242","Kongsb NO Chat 4","434.83750","432.83750","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kongsberg","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"243","Haugesund Lokal","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","242323 Haugesund","Group Call","242323","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Haugesund","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"244","Haugesund 242","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Haugesund","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"245","Haugesund NO Wes","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","NO West","Group Call","2424","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Haugesund","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"246","Hauges No Chat 1","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Haugesund","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"247","Hauges No Chat 2","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Haugesund","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"248","Hauges No Chat 3","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Haugesund","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"249","Hauges No Chat 4","434.75000","432.75000","D-Digital","Turbo","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Haugesund","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0"
"250","KongsvB lokal","434.56250","432.56250","D-Digital","Turbo","12.5K","Off","Off","242022 KongsvB","Group Call","242022","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Kongsvinger B","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
